author,content,title,predicted_emotion,predicted_sentiment
Mario Benedetti, Al principio ella fue una serena conflagración  un rostro que no fingía ni siquiera su belleza  unas manos que de a poco inventaban un lenguaje  una piel memorable y convicta  una mirada limpia sin traiciones  una voz que caldeaba la risa  unos labios nupciales  un brindis  es increíble pero a pesar de todo  él tuvo tiempo para decirse  qué sencillo y también  no importa que el futuro  sea una oscura maleza  la manera tan poco suntuaria  que escogieron sus mutuas tentaciones  fue un estupor alegre  sin culpa ni disculpa  él se sintió optimista  nutrido  renovado  tan lejos del sollozo y la nostalgia  tan cómodo en su sangre y en la de ella  tan vivo sobre el vértice de musgo  tan hallado en la espera  que después del amor salió a la noche  sin luna y no importaba  sin gente y no importaba  sin dios y no importaba  a desmontar la anécdota  a componer la euforia  a recoger su parte del botín  mas su mitad de amor  se negó a ser mitad  y de pronto él sintió  que sin ella sus brazos estaban tan vacíos  que sin ella sus ojos no tenían qué mirar  que sin ella su cuerpo de ningún modo era  la otra copa del brindis  y de nuevo se dijo  qué sencillo  pero ahora  lamentó que el futuro fuera oscura maleza  sólo entonces pensó en ella  eligiéndola  y sin dolor sin desesperaciones  sin angustia y sin miedo  dócilmente empezó  como otras noches  a necesitarla.,La otra copa del brindis,joy,POS
Mario Benedetti,"Bonjour buon giorno guten morgen, despabílate amor y toma nota, sólo en el tercer mundo mueren cuarenta mil niños por día, en el plácido cielo despejado flotan los bombarderos y los buitres, cuatro millones tienen sida la codicia depila la amazonia.  Buenos días good morning despabílate, en los ordenadores de la abuela ONU no caben más cadáveres de Ruanda los fundamentalistas degüellan a extranjeros, predica el papa contra los condones, Havelange estrangula a Maradona bonjour monsieur le maire forza Italia buon giorno guten morgen ernst junger opus dei buenos días good morning Hiroshima, despabílate amor que el horror amanece.",Despabílate amor,joy,POS
Mario Benedetti,De un tiempo a esta parte el infinito se ha encogido peligrosamente.  Quién iba a suponer que segundo a segundo cada migaja de su pan sin límites iba así a despeñarse como canto rodado en el abismo.,El infinito,others,NEG
Mario Benedetti,                                        Soñamos juntos                                         juntos despertamos                                         el tiempo hace o deshace                                         mientras tanto                                         no le importan tu sueño                                         ni mi sueño                                         somos torpes                                         o demasiado cautos                                         pensamos que no cae                                         esa gaviota                                         creemos que es eterno                                         este conjuro                                         que la batalla es nuestra                                         o de ninguno                                         juntos vivimos                                         sucumbimos juntos                                         pero esa destrucción                                         es una broma                                         un detalle una ráfaga                                         un vestigio                                         un abrirse y cerrarse                                         el paraíso                                         ya nuestra intimidad                                         es tan inmensa                                         que la muerte la esconde                                         en su vacío                                         quiero que me relates                                         el duelo que te callas                                         por mi parte te ofrezco                                         mi última confianza                                         estás sola                                         estoy solo                                         pero a veces                                         puede la soledad                                         ser una llama.,Intimidad,joy,POS
Mario Benedetti,"Te espero cuando la noche se haga día, suspiros de esperanzas ya perdidas. No creo que vengas, lo sé, sé que no vendrás. Sé que la distancia te hiere, sé que las noches son más frías, Sé que ya no estás. Creo saber todo de ti. Sé que el día de pronto se te hace noche: sé que sueñas con mi amor, pero no lo dices, sé que soy un idiota al esperarte, Pues sé que no vendrás. Te espero cuando miremos al cielo de noche: tu allá, yo aquí, añorando aquellos días en los que un beso marcó la despedida, Quizás por el resto de nuestras vidas. Es triste hablar así. Cuando el día se me hace de noche, Y la Luna oculta ese sol tan radiante. Me siento sólo, lo sé, nunca supe de nada tanto en mi vida, solo sé que me encuentro muy sólo, y que no estoy allí. Mis disculpas por sentir así, nunca mi intención ha sido ofenderte. Nunca soñé con quererte, ni con sentirme así. Mi aire se acaba como agua en el desierto. Mi vida se acorta pues no te llevo dentro. Mi esperanza de vivir eres tu,  y no estoy allí. ¿Por qué no estoy allí?, te preguntarás, ¿Por qué no he tomado ese bus que me llevaría a ti? Porque el mundo que llevo aquí no me permite estar allí. Porque todas las noches me torturo pensando en ti. ¿Por qué no solo me olvido de ti? ¿Por qué no vivo solo así? ¿Por qué no solo....",Espero,joy,POS
Mario Benedetti,Cuando éramos niños los viejos tenían como treinta un charco era un océano la muerte lisa y llana no existía.  luego cuando muchachos los viejos eran gente de cuarenta un estanque era un océano la muerte solamente una palabra  ya cuando nos casamos los ancianos estaban en los cincuenta un lago era un océano la muerte era la muerte de los otros.  ahora veteranos ya le dimos alcance a la verdad el océano es por fin el océano pero la muerte empieza a ser la nuestra.,Cuando éramos niños,joy,NEG
Mario Benedetti,No vayas a creer lo que te cuentan del mundo en realidad el mundo es incontable en todo caso es provincia de ti no vayas a creer lo que te cuentan del mundo aun los que te aman mienten sobre probablemente sin saber que mienten en la vigilia te sentirás lejano testigo de tu mundo desde el mundo sin nubes de tu aliento en los cristales la humareda del hombre se elevar en la noche y no sabrás de donde viene el fuego pero la expectativa te volver humilde en el mundo el abismo es un oficio las preguntas en vano / una vieja costumbre los desatinos / marca de abolengo no vayas a creer lo que te cuentan del mundo (ni siquiera esto que te estoy contando) ya te dije que el mundo es incontable.,Mundo,others,NEU
Mario Benedetti,Con su ritual de acero sus grandes chimeneas sus sabios clandestinos su canto de sirenas sus cielos de neón sus ventas navideñas su culto de dios padre y de las charreteras      con sus llaves del reino      el norte es el que ordena  pero aquí abajo abajo el hambre disponible recurre al fruto amargo de lo que otros deciden mientras el tiempo pasa y pasan los desfiles y se hacen otras cosas que el norte no prohibe     con su esperanza dura     el sur también existe  con sus predicadores sus gases que envenenan su escuela de chicago sus dueños de la tierra con sus trapos de lujo y su pobre osamenta sus defensas gastadas sus gastos de defensa     con sus gesta invasora     el norte es el que ordena  pero aquí abajo abajo cada uno en su escondite hay hombres y mujeres que saben a qué asirse aprovechando el sol  y también los eclipses apartando lo inútil  y usando lo que sirve     con su fe veterana     el Sur también existe  con su corno francés y su academia sueca su salsa americana  y sus llaves inglesas con todos su misiles  y sus enciclopedias su guerra de galaxias y su saña opulenta     con todos sus laureles     el norte es el que ordena  pero aquí abajo abajo cerca de las raíces es donde la memoria ningún recuerdo omite y hay quienes se desmueren y hay quienes se desviven y así entre todos logran lo que era un imposible     que todo el mundo sepa     que el Sur también existe,El Sur también existe,joy,POS
Mario Benedetti,Quiza fue una hecatombe de esperanzas un derrumbe de algun modo previsto ah pero mi tristeza solo tuvo un sentido  todas mis intuiciones se asomaron para verme sufrir y por cierto me vieron  hasta aqui habia hecho y rehecho     mis trayectos contigo hasta aqui habia apostado a inventar la verdad pero vos encontraste la manera     una manera tierna     y a la vez implacable     de desahuciar mi amor  con un solo pronostico lo quitaste     de los suburbios de tu vida posible lo envolviste en nostalgias lo cargaste por cuadras y cuadras y despacito sin que el aire nocturno lo advirtiera ahi nomas lo dejaste a solas con su suerte     que no es mucha  creo que tenes razon la culpa es de uno cuando no enamora     y no de los pretextos     ni del tiempo  hace mucho muchisimo que yo no me enfrentaba como anoche al espejo y fue implacable como vos     mas no fue tierno  ahora estoy solo francamente     solo  siempre cuesta un poquito empezar a sentirse desgraciado  antes de regresar a mis lobregos cuarteles de invierno  con los ojos bien secos por si acaso  miro como te vas adentrando en la niebla y empiezo a recordarte.,La culpa es de uno,anger,POS
Mario Benedetti,La esperanza tan dulce tan pulida tan triste la promesa tan leve no me sirve  no me sirve tan mansa la esperanza  la rabia tan sumisa tan débil tan humilde el furor tan prudente no me sirve  no me sirve tan sabia tanta rabia  el grito tan exacto si el tiempo lo permite alarido tan pulcro no me sirve  no me sirve tan bueno tanto trueno  el coraje tan docil la bravura tan chirle la intrepidez tan lenta no me sirve  no me sirve tan fría la osadía  si me sirve la vida que es vida hasta morirse el corazon alerta si me sirve  me sirve cuando avanza la confianza  me sirve tu mirada que es generosa y firme y tu silencio franco si me sirve  me sirve la medida de tu vida  me sirve tu futuro que es un presente libre y tu lucha de siempre si me sirve  me sirve tu batalla sin medalla  me sirve la modestia de tu orgullo posible y tu mano segura si me sirve  me sirve tu sendero compañero.,Me sirve no me sirve,joy,POS
Mario Benedetti,Ahora en buena hora con cielo transparente y suave clima el mundo conmemora aunque el pasado oprima estos cuarenta agostos de Hiroshima.   Los nipones hicieron un survey escolar de varios usos y los niños dijeron sin mostrarse confusos la bomba fue arrojada por los rusos.  Si se atiende al alcalde de la misma ciudad a la que exhuman quizá todo fue en balde sus palabras abruman mas no menciona ni una vez a Truman.   Los muertos son ceniza Occidente da dólares y apoyo Oriente olvida aprisa ya salvado el escollo la bomba es un factor de desarrollo.,Cuadragésimo aniversario,others,POS
Mario Benedetti,Padre nuestro que estás en los cielos con las golondrinas y los misiles quiero que vuelvas antes de que olvides cómo se llega al sur de Río Grande Pdre nuestro que estás en el exilio casi nunca te acuerdas de los míos de todos modos dondequiera que estés santificado sea tu nombre no quienes santifican en tu nombre cerrando un ojo para no ver las uñas sucias de la miseria en agosto de mil novecientos sesenta ya no sirve pedirte venga a nos el tu reino porque tu reino también está aquí abajo metido en los rencores y en el miedo en las vacilaciones y en la mugre en la desilusión y en la modorra en esta ansia de verte pese a todo cuando hablaste del rico  la aguja y el camello y te votamos todos por unanimidad para la Gloria también alzó su mano el indio silencioso que te respetaba pero se resistía  a pensar hágase tu voluntad sin embargo una vez cada tanto tu voluntad se mezcla con la mía la domina la enciende la duplica más arduo es conocer cuál es mi voluntad cuándo creo de veras lo que digo creer así en tu omniprescencia como en mi soledad así en la tierra como en el cielo siempre estaré más seguro de la tierra que piso que del cielo intratable que me ignora pero quién sabe no voy a decidir que tu poder se haga o se deshaga tu voluntad igual se está haciendo en el viento en el Ande de nieve en el pájaro que fecunda a la pájara en los cancilleres que murmullan yes sir en cada mano que se convierte en puño claro no estoy seguro si me gusta el estilo que tu voluntad elige para hacerse lo digo con irreverencia y gratitud dos emblemas que pronto serán la misma cosa lo digo sobre todo pensando en el pan nuestro de cada día y de cada pedacito de día ayer nos lo quitaste dánosle hoy o al menos el derecho de darnos nuestro pan no sólo el que era símbolo de Algo sino el de miga y cáscara el pan nuestro ya que nos queda pocas esperanzas y deudas perdónanos si puedes nuestras deudas pero no nos perdones la esperanza no nos perdones nunca nuestros créditos a más tardar mañana saldremos a cobrar a los fallutos  tangibles y sonrientes forajidos a los que tienen garras para el arpa y un panamericano temblor con que se enjugan  la última escupida que cuelga de su rostro poco importa que nuestros acreedores perdonen así como nosotros una vez por error perdonamos a nuestros deudores todavía nos deben como un siglo de insomnios y garrote como tres mil kilómetros de injurias como veinte medallas a Somoza como una sola Guatemala muerta no nos dejes caer en la tentación de olvidar o vender este pasado o arrendar una sola hectárea de su olvido ahora que es la hora de saber quiénes somos y han de cruzar el río el dólar y su amor contrarrembolso arráncanos del alma el último mendigo y líbranos de todo mal de conciencia amén.,Un Padrenuestro Latinoamericano,others,POS
Mario Benedetti,El silencio del mar  brama un juicio infinito  más concentrado que el de un cántaro  más implacable que dos gotas    ya acerque el horizonte o nos entregue  la muerte azul de las medusas  nuestras sospechas no lo dejan    el mar escucha como un sordo  es insensible como un dios  y sobrevive a los sobrevivientes    nunca sabré que espero de él  ni que conjuro deja en mis tobillos  pero cuando estos ojos se hartan de baldosas  y esperan entre el llano y las colinas  o en calles que se cierran en más calles  entonces sí me siento náufrago y sólo el mar puede  salvarme,El silencio del mar,others,NEU
Mario Benedetti, El cuento es muy sencillo  usted nace  contempla atribulado  el rojo azul del cielo  el pájaro que emigra  el torpe escarabajo  que su zapato aplastará  valiente  usted sufre  reclama por comida  y por costumbre  por obligación  llora limpio de culpas  extenuado  hasta que el sueño lo descalifica  usted ama  se transfigura y ama  por una eternidad tan provisoria  que hasta el orgullo se le vuelve tierno  y el corazón profético  se convierte en escombros  usted aprende  y usa lo aprendido  para volverse lentamente sabio  para saber que al fin el mundo es esto  en su mejor momento una nostalgia  en su peor momento un desamparo  y siempre siempre  un lío  entonces  usted muere.,Currículum,joy,POS
Mario Benedetti,"¿Te importa mucho que Dios exista? ¿te importa que una nebulosa te dibuje el destino? ¿que tus oraciones carezcan de interlocutor? ¿que el gran hacedor pueda ser el gran injusto? ¿que los torturadores puedan ser hijos de Dios? ¿que haya que amar a Dios sobre todas las cosas y no sobre todos los prójimos y prójimas? ¿Has pensado que amar al Dios intangible suele producir un tangible sufrimiento y que amar a un palpable cuerpo de muchaha produce en cambio un placer casi infinito? ¿acaso creer en Dios te borra del humano placer? ¿habrá Dios sentido placer al crear a Eva? ¿habrá Adán sentido placer cuando inventó a Dios? ¿acaso Dios te ayuda cuando tu cuerpo sufre, o no es ni siquiera una confiable anestesia? ¿te importa mucho que Dios exista? ¿o no? ¿su no existencia sería para tí una catástrofe más terrible que la muerte pura y dura? ¿te importará si te enteras que Dios existe pero está inmerso en el centro de la nada? ¿te importará que desde el centro de la nada se ignore todo y en consecuencia nada cuente? ¿te importaría la presunción de que si bien tú existes Dios quién sabe?",Quién sabe,joy,NEU
Mario Benedetti, Una mujer desnuda y en lo oscuro tiene una claridad que nos alumbra de modo que si ocurre un desconsuelo un apagón o una noche sin luna es conveniente y hasta imprescindible tener a mano una mujer desnuda. Una mujer desnuda y en lo oscuro genera un resplandor que da confianza entonces dominguea el almanaque vibran en su rincón las telarañas y los ojos felices y felinos miran y de mirar nunca se cansan. Una mujer desnuda y en lo oscuro es una vocación para las manos para los labios es casi un destino y para el corazón un despilfarro una mujer desnuda es un enigma y siempre es una fiesta descifrarlo. Una mujer desnuda y en lo oscuro genera una luz propia y nos enciende el cielo raso se convierte en cielo y es una gloria no ser inocente una mujer querida o vislumbrada desbarata por una vez la muerte.,Una mujer desnuda y en lo oscuro,joy,POS
Mario Benedetti,Quién hubiera dicho que estos poemas de otros iban a ser míos  después de todo hay hombres que no fui y sin embargo quise ser si no por una vida    al menos por un rato o por un parpadeo  en cambio hay hombres que fui y ya no soy ni puedo ser y esto no siempre es un avance a veces es una tristeza  hay deseos profundos y nonatos que prolongué como coordenadas hay fantasías que me prometi y desgraciadamente no he cumplido y otras que me cumplí sin prometérmelas  hay rostros de verdad que alumbraron mis fábulas rostros que no vi más pero siguieron vigilándome desde la letra en que los puse  hay fantasmas de carne    otros de hueso también hay los de lumbre y corazón o sea cuerpos en pena    almas en júbilo que vi o toqué o simplemente puse a secar             a vivir                         a gozar                         a morirse pero además está lo qe advertí de lejos  yo también escuché una paloma que era de otros diluvios yo tambén destrocé un paraíso que era de otras infancias yo también gemí un sueño que era de otros amores  asi pues desde este misterioso confín de la existencia los otros me ampararon como árboles con nidos o sin nidos                                 poco importa  no me dieron envidia sino frutos  esos otros están                         aqui  sus poemas son mentiras de a puño son verdades piadosas  están aqui                 rodeándome                 juzgandome con las pobres palabras que les di  hombres que miran tierra y cielo a través de la niebla o sin sus anteojos también a mí me miran con la pobre mirada que les di  son otros que están fuera de mi reino claro         pero además                             estoy en ellos  a veces tienen lo que nunca tuve a veces aman lo que quise amar a veces odian lo que estoy odiando  de pronto me parecen lejanos                                             tan remotos que me dan vértigo y melancolía y los veo minados por un duelo sin llanto y otras veces        en cambio los presiento tan cerca que miro por sus ojos y toco por sus manos y cuando odian me alegro de su rencor y cuando aman me arrimo a su alegría  quién hubiera dicho que estos poemas míos iban a ser                 de otros.,Como árboles,others,POS
Mario Benedetti, Compañera  usted sabe  puede contar  conmigo  no hasta dos  o hasta diez  sino contar  conmigo  si alguna vez  advierte  que la miro a los ojos  y una veta de amor  reconoce en los míos  no alerte sus fusiles  ni piense qué delirio  a pesar de la veta  o tal vez porque existe  usted puede contar  conmigo  si otras veces  me encuentra  huraño sin motivo  no piense qué flojera  igual puede contar  conmigo  pero hagamos un trato  yo quisiera contar  con usted  es tan lindo  saber que usted existe  uno se siente vivo  y cuando digo esto  quiero decir contar  aunque sea hasta dos  aunque sea hasta cinco  no ya para que acuda  presurosa en mi auxilio  sino para saber  a ciencia cierta  que usted sabe que puede  contar conmigo.,Hagamos un trato,joy,POS
Mario Benedetti, ¿Cómo compaginar  la aniquiladora  idea de la muerte  con ese incontenible  afán de vida?  ¿cómo acoplar el horror  ante la nada que vendrá  con la invasora alegría  del amor provisional  y verdadero?  ¿cómo desactivar la lápida  con el sembradío?  ¿la guadaña  con el clavel?  ¿será que el hombre es eso?  ¿esa batalla?,Esa batalla,joy,POS
Mario Benedetti,"obviamente, a bud       Dice mi amigo bud que los ovnis no vienen      de marte ni de la urss ni de cabo cañaberal      sencillamente llegan de un remotísimo futuro      con la peregrina intención de investigar      cómo fue que los terrestres empezamos a jodernos      es decir cuál fue el origen de la gran hecatombe      que para ellos por supuesto es hisroria      y en cambio para nosotros pecadores      una mera y sombria posibilidad       en el caso de que bud tenga razón      los osados ovnímodos serían      una suerte de arqueólogos ideológicos      algo así como choznos de levi strauss      perdidos en alguna galaxia de reposo       no estaría de más intentar presuadirlos      de que han confundido la ecuación y la ruta      y que en consecuencia aún nos pertenece      la empalagosa opción de no estallar      y así mientras ellos computan y computan      su eletrónica / gaseosa / ultramundana      fe de erratas      nosotros persignémosnos      o respiremos hondo      o bajemos al refugio más proximo",Ovnis,anger,POS
Mario Benedetti,"Los amorosos son los que abandonan, son los que cambian, los que olvidan. Jaime Sabines  Cada ciudad puede ser otra cuando el amor la transfigura cada ciudad puede ser tantas como amorosos la recorren  el amor pasa por los parques casi sin verlos amándolos entre la fiesta de los pájaros y la homilía de los pinos  cada ciudad puede ser otra cuando el amor pinta los muros y de los rostros que atardecen unos es el rostro del amor  y el amor viene y va y regresa y la ciudad es el testigo de sus abrazos y crepúsculos de sus bonanzas y aguaceros  y si el amor se va y no vuelve la ciudad carga con su otoño ya que le quedan sólo el duelo y las estatuas del amo",Cada ciudad puede ser otra,joy,POS
Mario Benedetti,Si cada hora viene con su muerte  si el tiempo es una cueva de ladrones  los aires ya no son los buenos aires  la vida es nada más que un blanco móvil    usted preguntará por qué cantamos    si nuestros bravos quedan sin abrazo  la patria se nos muere de tristeza  y el corazón del hombre se hace añicos  antes aún que explote la vergüenza    usted preguntará por qué cantamos    si estamos lejos como un horizonte  si allá quedaron árboles y cielo  si cada noche es siempre alguna ausencia  y cada despertar un desencuentro    usted preguntará por que cantamos    cantamos por qué el río está sonando  y cuando suena el río / suena el río  cantamos porque el cruel no tiene nombre  y en cambio tiene nombre su destino    cantamos por el niño y porque todo  y porque algún futuro y porque el pueblo  cantamos porque los sobrevivientes  y nuestros muertos quieren que cantemos    cantamos porque el grito no es bastante  y no es bastante el llanto ni la bronca  cantamos porque creemos en la gente  y porque venceremos la derrota    cantamos porque el sol nos reconoce  y porque el campo huele a primavera  y porque en este tallo en aquel fruto  cada pregunta tiene su respuesta    cantamos porque llueve sobre el surco  y somos militantes de la vida  y porque no podemos ni queremos  dejar que la canción se haga ceniza.,Por qué cantamos,joy,POS
Mario Benedetti,Se me ocurre que vas a llegar distinta  no exactamente más linda ni más fuerte         ni más dócil             ni más cauta tan solo que vas a llegar distinta como si esta temporada de no verme te hubiera sorprendido a vos también quizá porque sabes cómo te pienso y te enumero  después de todo la nostalgia existe aunque no lloremos en los andenes fantasmales ni sobre las almohadas de candor ni bajo el cielo opaco  yo nostalgio tu nostalgias y cómo me revienta que él nostalgie  tu rostro es la vanguardia tal vez llega primero porque lo pinto en las paredes con trazos invisibles y seguros  no olvides que tu rostro me mira como pueblo sonríe y rabia y canta como pueblo y eso te da una lumbre             inapagable ahora no tengo dudas vas a llegar distinta y con señales con nuevas         con hondura                 con franqueza  sé que voy a quererte    sin preguntas sé que vas a quererme    sin respuestas.,Bienvenida,joy,POS
Mario Benedetti,    Ya sos mayor de edad      tengo que despedirte      pesimismo       años que te preparo el desayuno      que vigilo tu tos de mal agüero      y te tomo la fiebre      que trato de narrarte pormenores      del pasado mediato      convencerte de que en el fondo somos      gallardos y leales      y también que al mal tiempo buena cara       pero como si nada      seguís malhumorado arisco e insociable      y te repantigás en la avería      como si fuese una butaca pullman       se te ve la fruición por el malogro      tu viejo idilio con la mala sombra      tu manía de orar junto a las ruinas      tu goce ante el desastre inesperado       claro que voy a despedirte      no sé por qué no lo hice antes      será porque tenés tu propio método      de hacerte necesario      y a uno lo deja triste tu tristeza      amargo tu amargura      alarmista tu alarma       ya sé vas a decirme    no hay motivos      para la euforia y las celebraciones      y claro cuandonó tenés razón       pero es tan boba tu razón tan obvia      tan remendada y remedada      tan igualita al pálpito      que enseguida se vuelve sinrazón       ya sos mayor de edad      chau pesimismo       y por favor andate despacito      sin despertar al monstruo,Chau pesimismo,anger,POS
Mario Benedetti," ¿Y si Dios fuera mujer? pregunta Juan sin inmutarse, vaya, vaya si Dios fuera mujer es posible que agnósticos y ateos no dijéramos no con la cabeza y dijéramos sí con las entrañas. Tal vez nos acercáramos a su divina desnudez para besar sus pies no de bronce, su pubis no de piedra, sus pechos no de mármol, sus labios no de yeso. Si Dios fuera mujer la abrazaríamos para arrancarla de su lontananza y no habría que jurar hasta que la muerte nos separe ya que sería inmortal por antonomasia y en vez de transmitirnos SIDA o pánico nos contagiaría su inmortalidad. Si Dios fuera mujer no se instalaría lejana en el reino de los cielos, sino que nos aguardaría en el zaguán del infierno, con sus brazos no cerrados, su rosa no de plástico y su amor no de ángeles. Ay Dios mío, Dios mío si hasta siempre y desde siempre fueras una mujer qué lindo escándalo sería, qué venturosa, espléndida, imposible, prodigiosa blasfemia.",Si Dios fuera una mujer,joy,POS
Mario Benedetti," Voy a cerrar los ojos en voz baja  voy a meterme a tientas en el sueño.  En este instante el odio no trabaja  para la muerte que es su pobre dueño  la voluntad suspende su latido  y yo me siento lejos, tan pequeño  que a Dios invoco, pero no le pido  nada, con tal de compartir apenas  este universo que hemos conseguido  por las malas y a veces por las buenas.  ¿Por qué el mundo soñado no es el mismo  que este mundo de muerte a manos llenas?  Mi pesadilla es siempre el optimismo:  me duermo débil, sueño que soy fuerte,  pero el futuro aguarda. Es un abismo.  No me lo digan cuando me despierte.",Hasta mañana,others,POS
Mario Benedetti,Paso que pasa rostro que pasabas qué más quieres te miro después me olvidaré después y solo solo y después seguro que me olvido  Paso que pasas rostro que pasabas qué más quieres te quiero te quiero sólo dos o tres minutos para conocerte más no tengo tiempo.  Paso que pasas rostro que pasabas qué más quieres ay no ay no me tientes que si nos tentamos no nos podremos olvidar adiós.,Ella que pasa,joy,POS
Mario Benedetti,Preciso tiempo necesito ese tiempo que otros dejan abandonado porque les sobra o ya no saben que hacer con él tiempo en blanco en rojo en verde hasta en castaño oscuro no me importa el color cándido tiempo que yo no puedo abrir y cerrar como una puerta  tiempo para mirar un árbol un farol para andar por el filo del descanso para pensar qué bien hoy es invierno para morir un poco y nacer enseguida y para darme cuenta y para darme cuerda preciso tiempo el necesario para chapotear unas horas en la vida y para investigar por qué estoy triste y acostumbrarme a mi esqueleto antiguo  tiempo para esconderme en el canto de un gallo y para reaparecer en un relincho y para estar al día para estar a la noche tiempo sin recato y sin reloj  vale decir preciso o sea necesito digamos me hace falta tiempo sin tiempo.,Tiempo sin tiempo,others,NEU
Mario Benedetti, Defender la alegría como una trinchera  defenderla del escándalo y la rutina  de la miseria y los miserables  de las ausencias transitorias  y las definitivas  defender la alegría como un principio  defenderla del pasmo y las pesadillas  de los neutrales y de los neutrones  de las dulces infamias  y los graves diagnósticos  defender la alegría como una bandera  defenderla del rayo y la melancolía  de los ingenuos y de los canallas  de la retórica y los paros cardiacos  de las endemias y las academias  defender la alegría como un destino  defenderla del fuego y de los bomberos  de los suicidas y los homicidas  de las vacaciones y del agobio  de la obligación de estar alegres  defender la alegría como una certeza  defenderla del óxido y la roña  de la famosa pátina del tiempo  del relente y del oportunismo  de los proxenetas de la risa  defender la alegría como un derecho  defenderla de dios y del invierno  de las mayúsculas y de la muerte  de los apellidos y las lástimas  del azar  y también de la alegría.,Defensa de la alegría,joy,POS
Mario Benedetti, Es decir la miraba porque ella  se ocultó tras el biombo de nubes  y todo porque muchos amantes de este mundo  le dieron sutilmente el olivo  con su brillo reticente la luna  durante siglos consiguió transformar  el vientre amor en garufa cursilínea  la injusticia terrestre en dolor lapizlázuli  cuando los amantes ricos la miraban  desde sus tedios y sus pabellones  satelizaba de lo lindo y oía  que la luna era un fenómeno cultural  pero si los amantes pobres la contemplaban  desde su ansiedad o desde sus hambrunas  entonces la menguante entornaba los ojos  porque tanta miseria no era para ella  hasta que una noche casualmente de luna  con murciélagos suaves con fantasmas y todo  esos amantes pobres se miraron a dúo  dijeron no va más al carajo selene  se fueron a su cama de sábanas gastadas  con acre olor a sexo deslunado  su camanido de crujiente vaivén  y libres para siempre de la luna lunática  fornicaron al fin como dios manda  o mejor dicho como dios sugiere.,Hombre que mira la luna,joy,POS
Mario Benedetti,Uno llegar e incorporarse el día Dos respirar para subir la cuesta Tres no jugarse en una sola apuesta  Cuatro escapar de la melancolía Cinco aprender la nueva geografía Seis no quedarse nunca sin la siesta  Siete el futuro no será una fiesta Y ocho no amilanarse todavía Nueve vaya a saber quién es el fuerte  Diez no dejar que la paciencia ceda Once cuidarse de la buena suerte Doce guardar la última moneda   Trece no tutearse con la muerte Catorce disfrutar mientras se pueda.,Memorándum,joy,POS
Mario Benedetti,     Cuando el bueno de armstrong dio aquellos pasos      todos registramos cómo se movía      tosco / pesado / en un suelo blancuzco      ¿o era de piedra pómez? ¿quién se acuerda?       durante un rato estuvo cavilando      y la escafandra o como se llamase      impedía que viéramos sus ojos      pero juraría que su mirada era      de pereza o abulia       algo debió explicar a su regreso      algo diferente al discurso de gloria      que le ordenaron pronunciar eufórico      entre medallas flores vítores y guirnaldas       algo debió decir en privado a sus jefes      algo importante inesperado       verbigracia / cuando estaba allá arriba      caminando como un zoombie en la luna      mi general mi coronel pensé en ustedes      y se me ocurrió no sé por qué      que debía matarlos con urgencia      uno a uno / dos a dos / etcétera       o verbigracia dos / cuando andaba allá / heroico      pisando las feísimas arrugas del satélite      imaginé que así debía ser la muerte      es decir el paisaje de la muerte       o verbigracia tres / cuando estaba en selene      paseando por la nada como un imbécil      setí el asco infinito de la ausencia del hombre      y me dije qué mierda estoy haciendo aquí       algo así debe haber confesado a sus jefes      con su estrenada voz de robot disidente      y quizá por eso los dueños del poder      postergaron sine die los viajes a la luna.,¿Por qué no hay más viajes a la luna?,anger,NEU
Mario Benedetti,"Era un vampiro que sorbía agua por las noches y por las madrugadas al mediodía y en la cena.  Era abstemio de sangre y por eso el bochorno de los otros vampiros y de las vampiresas.  Contra viento y marea se propuso fundar una bandada de vampiros anónimos, hizo campaña bajo la menguante, bajo la llena y la creciente sus modestas pancartas proclamaban, vampiros beban agua la sangre trae cáncer.  Es claro los quirópteros reunidos en su ágora de sombras opinaron que eso era inaudito, aquel loco aquel alucinado podía convencer a los vampiros flojos, esos que liban boldo tras la sangre.  De modo que una noche con nubes de tormenta, cinco vampiros fuertes sedientos de hematíes, plaquetas, leucocitos, rodearon al chiflado, al insurrecto, y acabaron con él y su imprudencia.  Cuando por fin la luna pudo asomarse vio allá abajo el pobre cuerpo del vampiro anónimo, con cinco heridas que manaban, formando un gran charco de agua, lo que no pudo ver la luna fue que los cinco ejecutores se refugiaban en un árbol y a su pesar reconocían que aquello no sabía mal.  Desde esa noche que fue histórica ni los vampiros, ni las vampiresas, chupan más sangre, resolvieron por unanimidad pasarse al agua.  Como suele ocurrir en estos casos el singular vampiro anónimo es venerado como un mártir.",Historia de vampiros,others,NEU
