author,content,title,predicted_emotion,predicted_sentiment
Antonio Machado," El hombre de estos campos que incendia los pinares  y su despojo aguarda como botín de guerra,  antaño hubo raído los negros encinares,  talado los robustos robledos de la sierra.  Hoy ve a sus pobres hijos huyendo de sus lares;  la tempestad llevarse los limos de la tierra  por los sagrados ríos hacia los anchos mares;  y en páramos malditos trabaja, sufre y yerra.  Es hijo de una estirpe de rudos caminantes,  pastores que conducen sus hordas de merinos  a Extremadura fértil, rebaños trashumantes  que mancha el polvo y dora el sol de los caminos.  Pequeño, ágil, sufrido, los ojos de hombre astuto,  hundidos, recelosos, movibles; y trazadas  cual arco de ballesta, en el semblante enjuto  de pómulos salientes, las cejas muy pobladas.  Abunda el hombre malo del campo y de la aldea,  capaz de insanos vicios y crímenes bestiales,  que bajo el pardo sayo esconde un alma fea,  esclava de los siete pecados capitales.  Los ojos siempre turbios de envidia o de tristeza,  guarda su presa y llora la que el vecino alcanza;  ni para su infortunio ni goza su riqueza;  le hieren y acongojan fortuna y malandanza.  El numen de estos campos es sanguinario y fiero:  al declinar la tarde, sobre el remoto alcor,  veréis agigantarse la forma de un arquero,  la forma de un inmenso centauro flechador.  Veréis llanuras bélicas y páramos de asceta  ?no fue por estos campos el bíblico jardín?:  son tierras para el águila, un trozo de planeta  por donde cruza errante la sombra de Caín.",Por tierras de España,sadness,POS
Antonio Machado," ¡Encinares castellanos  en laderas y altozanos,  serrijones y colinas  llenos de oscura maleza,  encinas, pardas encinas;  humildad y fortaleza!  Mientras que llenándoos va  el hacha de calvijares,  ¿nadie cantaros sabrá,  encinares?  El roble es la guerra, el roble  dice el valor y el coraje,  rabia inmoble  en su torcido ramaje;  y es más rudo  que la encina, más nervudo,  más altivo y más señor.  El alto roble parece  que recalca y ennudece  su robustez como atleta  que, erguido, afinca en el suelo.  El pino es el mar y el cielo  y la montaña: el planeta.  La palmera es el desierto,  el sol y la lejanía:  la sed; una fuente fría  soñada en el campo yerto.  Las hayas son la leyenda.  Alguien, en las viejas hayas,  leía una historia horrenda  de crímenes y batallas.  ¿Quién ha visto sin temblar  un hayedo en un pinar?  Los chopos son la ribera,  liras de la primavera,  cerca del agua que fluye,  pasa y huye,  viva o lenta,  que se emboca turbulenta  o en remanso se dilata.  En su eterno escalofrío  copian del agua del río  las vivas ondas de plata.  De los parques las olmedas  son las buenas arboledas  que nos han visto jugar,  cuando eran nuestros cabellos  rubios y, con nieve en ellos,  nos han de ver meditar.  Tiene el manzano el olor  de su poma,  el eucalipto el aroma  de sus hojas, de su flor  el naranjo la fragancia;  y es del huerto  la elegancia  el ciprés oscuro y yerto.  ¿Qué tienes tú, negra encina  campesina,  con tus ramas sin color  en el campo sin verdor;  con tu tronco ceniciento  sin esbeltez ni altiveza,  con tu vigor sin tormento,  y tu humildad que es firmeza?  En tu copa ancha y redonda  nada brilla,  ni tu verdioscura fronda  ni tu flor verdiamarilla.  Nada es lindo ni arrogante  en tu porte, ni guerrero,  nada fiero  que aderece su talante.  Brotas derecha o torcida  con esa humildad que cede  sólo a la ley de la vida,  que es vivir como se puede.  El campo mismo se hizo  árbol en ti, parda encina.  Ya bajo el sol que calcina,  ya contra el hielo invernizo,  el bochorno y la borrasca,  el agosto y el enero,  los copos de la nevasca,  los hilos del aguacero,  siempre firme, siempre igual,  impasible, casta y buena,  ¡oh tú, robusta y serena,  eterna encina rural  de los negros encinares  de la raya aragonesa  y las crestas militares  de la tierra pamplonesa;  encinas de Extremadura,  de Castilla, que hizo a España,  encinas de la llanura,  del cerro y de la montaña;  encinas del alto llano  que el joven Duero rodea,  y del Tajo que serpea  por el suelo toledano;  encinas de junto al mar  ?en Santander?, encinar  que pones tu nota arisca,  como un castellano ceño,  en Córdoba la morisca,  y tú, encinar madrileño,  bajo Guadarrama frío,  tan hermoso, tan sombrío,  con tu adustez castellana  corrigiendo,  la vanidad y el atuendo  y la hetiquez cortesana!...  Ya sé, encinas  campesinas,  que os pintaron, con lebreles  elegantes y corceles,  los más egregios pinceles,  y os cantaron los poetas  augustales,  que os asordan escopetas  de cazadores reales;  mas sois el campo y el lar  y la sombra tutelar  de los buenos aldeanos  que visten parda estameña,  y que cortan vuestra leña  con sus manos.",Las encinas,joy,POS
Antonio Machado," La venta de Cidones está en la carretera  que va de Soria a Burgos. Leonarda, la ventera,  que llaman la Ruipérez, es una viejecita  que aviva el fuego donde borbolla la marmita.  Ruipérez, el ventero, un viejo diminuto  ?bajo las cejas grises, dos ojos de hombre astuto?,  contempla silencioso la lumbre del hogar.  Se oye la marmita al fuego borbollar.  Sentado ante una mesa de pino, un caballero  escribe. Cuando moja la pluma en el tintero,  dos ojos tristes lucen en un semblante enjuto.  El caballero es joven, vestido va de luto.  El viento frío azota los chopos del camino.  Se ve pasar de polvo un blanco remolino.  La tarde se va haciendo sombría. El enlutado,  la mano en la mejilla, medita ensimismado.  Cuando el correo llegue, que el caballero aguarda,  la tarde habrá caído sobre la tierra parda  de Soria. Todavía los grises serrijones,  con ruina de encinares y mellas de aluviones,  las lomas azuladas, las agrias barranqueras,  picotas y colinas, ribazos y laderas  del páramo sombrío por donde cruza el Duero,  darán al sol de ocaso su resplandor de acero.  La venta se oscurece. El rojo lar humea.  La mecha de un mohoso candil arde y chispea.  El enlutado tiene clavado en el fuego  los ojos largo rato; se los enjuga luego  con un pañuelo blanco. ¿Por qué le hará llorar  el son de la marmita, el ascua del hogar?  Cerró la noche. Lejos se escucha el traqueteo  y el galopar de un coche que avanza. Es el correo.","Al maestro ""Azorín"" por su libro Castilla",others,POS
Antonio Machado," Anoche cuando dormía soñé ¡bendita ilusión! que una fontana fluía dentro de mi corazón. Dí: ¿por qué acequia escondida, agua, vienes hasta mí, manantial de nueva vida en donde nunca bebí? Anoche cuando dormía soñé ¡bendita ilusión! que una colmena tenía dentro de mi corazón; y las doradas abejas iban fabricando en él, con las amarguras viejas, blanca cera y dulce miel. Anoche cuando dormía soñé ¡bendita ilusión! que un ardiente sol lucía dentro de mi corazón. Era ardiente porque daba calores de rojo hogar, y era sol porque alumbraba y porque hacía llorar. Anoche cuando dormía soñé ¡bendita ilusión! que era Dios lo que tenía dentro de mi corazón.",Anoche cuando dormía,others,NEU
Antonio Machado," Yo era en mis sueños, don Ramón, viajero  del áspero camino, y tú, Caronte  de ojos de llama, el fúnebre barquero  de las revueltas aguas de Aqueronte.  Plúrima barba al pecho te caía.  (Yo quise ver tu manquedad en vano.)  Sobre la negra barca aparecía  tu verde senectud de dios pagano.  Habla, dijiste, y yo: cantar quisiera  loor de tu Don Juan y tu paisaje,  en esta hora de verdad sincera.  Porque faltó mi voz en tu homenaje,  permite que en la pálida ribera  te pague en áureo verso mi barcaje.",A don Ramón del Valle Inclán,joy,POS
Antonio Machado," Oh Soria, cuando miro los frescos naranjales  cargados de perfume, y el campo enverdecido,  abiertos los jazmines, maduros los trigales,  azules las montañas y el olivar florido;  Guadalquivir corriendo al mar entre vergeles;  y al sol de abril los huertos colmados de azucenas,  y los enjambres de oro, para libar sus mieles  dispersos en los campos, huir de sus colmenas;  yo sé la encina roja crujiendo en tus hogares,  barriendo el cierzo helado tu campo empedernido;  y en sierras agrias sueño ?¡Urbión, sobre pinares!  ¡Moncayo blanco, al cielo aragonés, erguido!?  Y pienso: Primavera, como un escalofrío  irá a cruzar el alto solar del romancero,  ya verdearán de chopos las márgenes del río.   ¿Dará sus verdes hojas el olmo aquel del Duero?  Tendrán los campanarios de Soria sus cigüeñas,  y la roqueda parda más de un zarzal en flor;  ya los rebaños blancos, por entre grises peñas,  hacia los altos prados conducirá el pastor.  ¡Oh, en el azul, vosotras, viajeras golondrinas  que vais al joven Duero, rebaños de merinos,  con rumbo hacia las altas praderas numantinas,   por las cañadas hondas y al sol de los caminos  hayedos y pinares que cruza el ágil ciervo,  montañas, serrijones, lomazos, parameras,  en donde reina el águila, por donde busca el cuervo  su infecto expoliario; menudas sementeras  cual sayos cenicientos, casetas y majadas  entre desnuda roca, arroyos y hontanares  donde a la tarde beben las yuntas fatigadas,  dispersos huertecillos, humildes abejares!...  ¡Adiós, tierra de Soria; adiós el alto llano  cercado de colinas y crestas militares,  alcores y roquedas del yermo castellano,  fantasmas de robledos y sombras de encinares!  En la desesperanza y en la melancolía  de tu recuerdo, Soria, mi corazón se abreva.  Tierra de alma, toda, hacia la tierra mía,  por los floridos valles, mi corazón te lleva.",Recuerdos,joy,POS
Antonio Machado," Ya en los campos de Jaén,  amanece. Corre el tren  por sus brillantes rieles,  devorando matorrales,  alcaceles,  terraplenes, pedregales,  olivares, caseríos,  praderas y cardizales,  montes y valles sombríos.  Tras la turbia ventanilla,  pasa la devanadera  del campo de primavera.  La luz en el techo brilla  de mi vagón de tercera.  Entre nubarrones blancos,  oro y grana;  la niebla de la mañana  huyendo por los barrancos.  ¡Este insomne sueño mío!  ¡Este frío  de un amanecer en vela!...  Resonante,  jadeante,  marcha el tren. El campo vuela.  Enfrente de mí, un señor  sobre su manta dormido;  un fraile y un cazador  ?el perro a sus pies tendido?.  Yo contemplo mi equipaje,  mi viejo saco de cuero;  y recuerdo otro viaje  hacia las tierras del Duero.  Otro viaje de ayer  por la tierra castellana  ?¡pinos del amanecer  entre Almazán y Quintana!?  ¡Y alegría  de un viajar en compañía!  ¡Y la unión  que ha roto la muerte un día!  ¡Mano fría  que aprietas mi corazón!  Tren, camina, silba, humea,  acarrea  tu ejército de vagones,  ajetrea  maletas y corazones.  Soledad,  sequedad.  Tan pobre me estoy quedando  que ya ni siquiera estoy  conmigo, ni sé si voy  conmigo a solas viajando.",Otro viaje,joy,POS
Antonio Machado," ¡Ay del que llega sediento  a ver el agua correr,  y dice: la sed que siento  no me la calma el beber!  ¡Ay de quien bebe y, saciada  la sed, desprecia la vida:  moneda al tahúr prestada,  que sea al azar rendida!  Del iluso que suspira  bajo el orden soberano,  y del que sueña la lira  pitagórica en su mano.  ¡Ay del noble peregrino  que se para a meditar,  después de largo camino  en el horror de llegar!  ¡Ay de la melancolía  que llorando se consuela,  y de la melomanía  de un corazón de zarzuela!  ¡Ay de nuestro ruiseñor,  si en una noche serena  se cura del mal de amor  que llora y canta sin pena!  ¡De los jardines secretos,  de los pensiles soñados,  y de los sueños poblados  de propósitos discretos!  ¡Ay del galán sin fortuna  que ronda a la luna bella;  de cuantos caen de la luna,  de cuantos se marchan a ella!  ¡De quien el fruto prendido  en la rama no alcanzó,  de quien el fruto ha mordido  y el gusto amargo probó!  ¡Y de nuestro amor primero  y de su fe mal pagada,  y, también, del verdadero  amante de nuestra amada!",Coplas elegíacas,joy,POS
Antonio Machado," ¡Ya su perfil zancudo en el regato,  en el azul el cielo de ballesta,  o, sobre el ancho nido de ginesta,  en torre, torre y torre, el garabato  de la cigüeña!... En la memoria mía  tu recuerdo a traición ha florecido;  y hoy comienza tu campo empedernido  el sueño verde de la tierra fría.  Soria pura, entre montes de violeta.  Di tú, avión marcial, si el alto Duero  adonde vas, recuerda a su poeta  al revivir su rojo Romancero;  ¿o es, otra vez, Caín, sobre el planeta,  bajo tus alas, moscardón guerrero?",El poeta recuerda las tierras de Soria,others,POS
Antonio Machado," Heme aquí ya, profesor  de lenguas vivas (ayer  maestro de gay-saber,  aprendiz de ruiseñor),  en un pueblo húmedo y frío,  destartalado y sombrío,  entre andaluz y manchego.  Invierno. Cerca del fuego.  Fuera llueve un agua fina,  que ora se trueca en neblina,  ora se torna aguanieve.  Fantástico labrador,  pienso en los campos.¡Señor  qué bien haces!  Llueve, llueve  tu agua constante y menuda  sobre alcaceles y habares,  tu agua muda,  en viñedos y olivares.  Te bendecirán conmigo  los sembradores del trigo;  los que viven de coger  la aceituna;  los que esperan la fortuna  de comer;  los que hogaño,  como antaño,  tienen toda su moneda  en la rueda,  traidora rueda del año.  ¡Llueve, llueve; tu neblina  que se torne en aguanieve,  y otra vez en agua fina!  ¡Llueve, Señor, llueve, llueve!  En mi estancia, iluminada  por esta luz invernal  ?la tarde gris tamizada  por la lluvia y el cristal?,  sueño y medito.  Clarea  el reloj arrinconado,  y su tic-tic, olvidado  por repetido, golpea.  Tic-tic, tic-tic... Ya te he oído.  Tic-tic, tic-tic... Siempre igual,  monótono y aburrido.  Tic-tic, tic-tic, el latido  de un corazón de metal.  En estos pueblos, ¿se escucha  el latir del tiempo?  No.  En estos pueblos se lucha  sin tregua con el reló,  con esa monotonía  que mide un tiempo vacío.  Pero ¿tu hora es la mía?  ¿Tu tiempo, reloj, el mío?  (Tic-tic, tic-tic...) Era un día  (Tic-tic, tic-tic) que pasó,  y lo que yo más quería  la muerte se lo llevó.  Lejos suena un clamoreo  de campanas...  Arrecia el repiqueteo  de la lluvia en las ventanas.  Fantástico labrador,  vuelvo a mis campos. ¡Señor,  cuánto te bendecirán  los sembradores del pan!  Señor, ¿no es tu lluvia ley,  en los campos que ara el buey,  y en los palacios del rey?  ¡Oh, agua buena, deja vida  en tu huida!  ¡Oh, tú, que vas gota a gota,  fuente a fuente y río a río,  como este tiempo de hastío  corriendo a la mar remota,  en cuanto quiere nacer,  cuanto espera  florecer  al sol de la primavera,  sé piadosa,  que mañana  serás espiga temprana,  prado verde, carne rosa,  y más: razón y locura  y amargura  de querer y no poder  creer, creer y creer!  Anochece;  el hilo de la bombilla  se enrojece,  luego brilla,  resplandece  poco más que una cerilla.  Dios sabe dónde andarán  mis gafas... entre librotes  revistas y papelotes,  ¿quién las encuentra?... Aquí están.  Libros nuevos. Abro uno  de Unamuno.  ¡Oh, el dilecto,  predilecto  de esta España que se agita,  porque nace o resucita!  Siempre te ha sido, ¡oh Rector  de Salamanca!, leal  este humilde profesor  de un instituto rural.  Esa tu filosofía  que llamas diletantesca,  voltaria y funambulesca,  gran don Miguel, es la mía.  Agua del buen manantial,  siempre viva,  fugitiva;  poesía, cosa cordial.  ¿Constructora?  ?No hay cimiento  ni en el alma ni en el viento?.  Bogadora,  marinera,  hacia la mar sin ribera.  Enrique Bergson: Los datos  inmediatos  de la conciencia. ¿Esto es  otro embeleco francés?  Este Bergson es un tuno;  ¿verdad, maestro Unamuno?  Bergson no da como aquel  Immanuel  el volatín inmortal;  este endiablado judío  ha hallado el libre albedrío  dentro de su mechinal.  No está mal;  cada sabio, su problema,  y cada loco, su tema.  Algo importa   que en la vida mala y corta  que llevamos  libres o siervos seamos:  mas, si vamos  a la mar,  lo mismo nos ha de dar.  ¡Oh, estos pueblos!  Reflexiones,  lecturas y acotaciones  pronto dan en lo que son:  bostezos de Salomón.  ¿Todo es  soledad de soledades.  vanidad de vanidades,  que dijo el Eciesiastés?  Mi paraguas, mi sombrero,  mi gabán...El aguacero  amaina...Vámonos, pues.  Es de noche. Se platica  al fondo de una botica.  ?Yo no sé,  don José,  cómo son los liberales  tan perros, tan inmorales.  ?¡Oh, tranquilícese usté!  Pasados los carnavales,  vendrán los conservadores,  buenos administradores  de su casa.  Todo llega y todo pasa.  Nada eterno:  ni gobierno  que perdure,  ni mal que cien años dure.  ?Tras estos tiempos vendrán  otros tiempos y otros y otros,  y lo mismo que nosotros  otros se jorobarán.  Así es la vida, don Juan.  ?Es verdad, así es la vida.  ?La cebada está crecida.  ?Con estas lluvias...  Y van  las habas que es un primor.  ?Cierto; para marzo, en flor.  Pero la escarcha, los hielos...  ?Y, además, los olivares  están pidiendo a los cielos  aguas a torrentes.  ?A mares.  ¡Las fatigas, los sudores  que pasan los labradores!  En otro tiempo...  Llovía  también cuando Dios quería.  ?Hasta mañana, señores.  Tic-tic, tic-tic... Ya pasó  un día como otro día,  dice la monotonía  del reloj.  Sobre mi mesa Los datos  de la conciencia, inmediatos.  No está mal  este yo fundamental,  contingente y libre, a ratos,  creativo, original;  este yo que vive y siente  dentro la carne mortal  ¡ay! por saltar impaciente  las bardas de su corral.",Poema de un día. Meditaciones rurales,joy,POS
Antonio Machado," Lejos de tu jardín quema la tarde  inciensos de oro en purpurinas llamas,  tras el bosque de cobre y de ceniza.  En tu jardín hay dalias.  ¡Malhaya tu jardín!... Hoy me parece  la obra de un peluquero,  con esa pobre palmerilla enana,  y ese cuadro de mirtos recortados...  y el naranjito en su tonel... El agua  de la fuente de piedra  no cesa de reír sobre la concha blanca.",Jardín,joy,POS
Antonio Machado," Era una noche del mes  de mayo, azul y serena.  Sobre el agudo ciprés  brillaba la luna llena,  iluminando la fuente  en donde el agua surtía  sollozando intermitente.  Sólo la fuente se oía.  Después, se escuchó el acento  de un oculto ruiseñor.  Quebró una racha de viento  la curva del surtidor.  Y una dulce melodía  vagó por todo el jardín:  entre los mirtos tañía  un músico su violín.  Era un acorde lamento  de juventud y de amor  para la luna y el viento,  el agua y el ruiseñor.  «El jardín tiene una fuente  y la fuente una quimera...»  Cantaba una voz doliente,  alma de la primavera.  Calló la voz y el violín  apagó su melodía.  Quedó la melancolía  vagando por el jardín.  Sólo la fuente se oía.",A Juan Ramón Jiménez,joy,POS
Antonio Machado," Pasan las horas de hastío  por la estancia familiar  el amplio cuarto sombrío  donde yo empecé a soñar.  Del reloj arrinconado,  que en la penumbra clarea,  el tictac acompasado  odiosamente golpea.  Dice la monotonía  del agua clara al caer:  un día es como otro día;  hoy es lo mismo que ayer.  Cae la tarde. El viento agita  el parque mustio y dorado...  ¡Qué largamente ha llorado  toda la fronda marchita!",Hastío,joy,POS
Antonio Machado," Tus ojos me recuerdan  las noches de verano  negras noches sin luna,  orilla al mar salado,  y el chispear de estrellas  del cielo negro y bajo.  Tus ojos me recuerdan  las noches de verano.  Y tu morena carne,  los trigos requemados,  y el suspirar de fuego  de los maduros campos.  Tu hermana es clara y débil  como los juncos lánguidos,  como los sauces tristes,  como los linos glaucos.  Tu hermana es un lucero  en el azul lejano...  Y es alba y aura fría  sobre los pobres álamos  que en las orillas tiemblan  del río humilde y manso.  Tu hermana es un lucero  en el azul lejano.  De tu morena gracia,  de tu soñar gitano,  de tu mirar de sombra  quiero llenar mi vaso.  Me embriagaré una noche  de cielo negro y bajo,  para cantar contigo,  orilla al mar salado,  una canción que deje  cenizas en los labios...  De tu mirar de sombra  quiero llenar mi vaso.  Para tu linda hermana  arrancaré los ramos  de florecillas nuevas  a los almendros blancos,  en un tranquilo y triste  alborear de marzo.  Los regaré con agua  de los arroyos claros,  los ataré con verdes  junquillos del remanso...  Para tu linda hermana  yo haré un ramito blanco.",Inventario galante,joy,POS
Antonio Machado," Recuerdo que una tarde de soledad y hastío,  ¡oh tarde como tantas!, el alma mía era,  bajo el azul monótono, un ancho y terso río  que ni tenía un pobre juncal en su ribera.  ¡Oh mundo sin encanto, sentimental inopia  que borra el misterioso azogue del cristal!  ¡Oh el alma sin amores que el Universo copia  con un irremediable bostezo universal!  *  Quiso el poeta recordar a solas,  las ondas bien amadas, la luz de los cabellos  que él llamaba en sus rimas rubias olas.  Leyó... La letra mata: no se acordaba de ellos...  Y un día ?como tantos?, al aspirar un día  aromas de una rosa que en el rosal se abría,  brotó como una llama la luz de los cabellos  que él en sus madrigales llamaba rubias olas,  brotó, porque un aroma igual tuvieron ellos...  Y se alejó en silencio para llorar a solas.",Elegía de un madrigal,joy,POS
Antonio Machado," 1. El crimen  Se le vio, caminando entre fusiles,  por una calle larga,  salir al campo frío,  aún con estrellas de la madrugada.  Mataron a Federico  cuando la luz asomaba.  El pelotón de verdugos  no osó mirarle la cara.  Todos cerraron los ojos;  rezaron: ¡ni Dios te salva!  Muerto cayó Federico  ?sangre en la frente y plomo en las entrañas?  ... Que fue en Granada el crimen  sabed ?¡pobre Granada!?, en su Granada.  2. El poeta y la muerte  Se le vio caminar solo con Ella,  sin miedo a su guadaña.  ?Ya el sol en torre y torre, los martillos  en yunque? yunque y yunque de las fraguas.  Hablaba Federico,  requebrando a la muerte. Ella escuchaba.  «Porque ayer en mi verso, compañera,  sonaba el golpe de tus secas palmas,  y diste el hielo a mi cantar, y el filo  a mi tragedia de tu hoz de plata,  te cantaré la carne que no tienes,  los ojos que te faltan,  tus cabellos que el viento sacudía,  los rojos labios donde te besaban...  Hoy como ayer, gitana, muerte mía,  qué bien contigo a solas,  por estos aires de Granada, ¡mi Granada!»  3.  Se le vio caminar...  Labrad, amigos,  de piedra y sueño en el Alhambra,  un túmulo al poeta,  sobre una fuente donde llore el agua,  y eternamente diga:  el crimen fue en Granada, ¡en su Granada!",El crimen fue en Granada...,others,NEG
Antonio Machado," La Mancha y sus mujeres... Argamasilla, Infantes  Esquivias, Valdepeñas, La novia de Cervantes,  y del manchego heroico, el ama y la sobrina  (el patio, la alacena, la cueva y la cocina,  la rueca y la costura, la cuna y la pitanza),  la esposa de don Diego y la mujer de Panza,  la hija del ventero, y tantas como están  bajo la tierra, y tantas que son y que serán  encanto de manchegos y madres de españoles  por tierras de lagares, molinos y arreboles.  Es la mujer manchega garrida y bien plantada,  muy sobre sí doncella, perfecta de casada.  El sol de la caliente llanura vinariega  quemó su piel, mas guarda frescura de bodega  su corazón. Devota, sabe rezar con fe  para que Dios nos libre de cuanto no se ve.  Su obra es la casa ?menos celada que en Sevilla,  más gineceo y menos castillo que en Castilla?.  Y es del hogar manchego la musa ordenadora;  alinea los vasares, los lienzos alcanfora;  las cuentas de la plaza anota en su diario,  cuenta garbanzos, cuenta las cuentas del rosario.  ¿Hay más?  Por estos campos hubo un amor de fuego,  dos ojos abrasaron un corazón manchego.  ¿No tuvo en esta Mancha su cuna Dulcinea?  ¿No es el Toboso patria de la mujer idea  del corazón, engendro e imán de corazones,  a quien varón no impregna y aun parirá varones?  Por esta Mancha ?prados, viñedos y molinos?  que so el igual del cielo iguala sus caminos,  de cepas arrugadas en el tostado suelo  y mustios pastos como raído terciopelo:  por este seco llano de sol y lejanía,  en donde el ojo alcanza su pleno mediodía  (un diminuto bando de pájaros puntea  el índigo del cielo sobre la blanca aldea,  y allá se yergue un soto de verdes alamillos,  tras leguas y más leguas de campos amarillos),  por esta tierra, lejos del mar y la montaña,  el ancho reverbero del claro sol de España,  anduvo un pobre hidalgo ciego de amor un día  ?amor nublóle el juicio: su corazón veía?.  Y tú, la cerca y lejos, por el inmenso llano  eterna compañera y estrella de Quijano,  lozana labradora fincada en tus terrones  ?oh madre de manchegos y numen de visiones?,  viviste, buena Aldonza, tu vida verdadera  cuando ta amante erguía su lanza justiciera,  y en tu casona blanca ahechando el rubio trigo.  Aquel amor de fuego era por ti y contigo.  Mujeres de la Mancha con el sagrado mote  de Dulcinea, os salve la gloria de Quijote.",La mujer manchega,joy,POS
Antonio Machado," Mediaba el mes de julio. Era un hermoso día.  Yo, solo, por las quiebras del pedregal subía,  buscando los recodos de sombra, lentamente.  A trechos me paraba para enjugar mi frente  y dar algún respiro al pecho jadeante;  o bien, ahincando el paso, el cuerpo hacia adelante  y hacia la mano diestra vencido y apoyado  en un bastón, a guisa de pastoril cayado,  trepaba por los cerros que habitan las rapaces  aves de altura, hollando las hierbas montaraces  de fuerte olor ?romero, tomillo, salvia, espliego?.  Sobre los agrios campos caía un sol de fuego.  Un buitre de anchas alas con majestuoso vuelo  cruzaba solitario el puro azul del cielo.  Yo divisaba, lejos, un monte alto y agudo,  y una redonda loma cual recamado escudo,  y cárdenos alcores sobre la parda tierra  ?harapos esparcidos de un viejo arnés de guerra?,  las serrezuelas calvas por donde tuerce el Duero  para formar la corva ballesta de un arquero  en torno a Soria. ?Soria es una barbacana,  hacia Aragón, que tiene la torre castellana?.  Veía el horizonte cerrado por colinas  oscuras, coronadas de robles y de encinas;  desnudos peñascales, algún humilde prado  donde el merino pace y el toro, arrodillado  sobre la hierba, rumia; las márgenes de río  lucir sus verdes álamos al claro sol de estío,  y, silenciosamente, lejanos pasajeros,  ¡tan diminutos! ?carros, jinetes y arrieros?,  cruzar el largo puente, y bajo las arcadas  de piedra ensombrecerse las aguas plateadas  del Duero.  El Duero cruza el corazón de roble  de Iberia y de Castilla.  ¡Oh, tierra triste y noble,  la de los altos llanos y yermos y roquedas,  de campos sin arados, regatos ni arboledas;  decrépitas ciudades, caminos sin mesones,  y atónitos palurdos sin danzas ni canciones  que aún van, abandonando el mortecino hogar,  como tus largos ríos, Castilla, hacia la mar!  Castilla miserable, ayer dominadora,  envuelta en sus andrajos desprecia cuanto ignora.  ¿Espera, duerme o sueña? ¿La sangre derramada  recuerda, cuando tuvo la fiebre de la espada?  Todo se mueve, fluye, discurre, corre o gira;  cambian la mar y el monte y el ojo que los mira.  ¿Pasó?  Sobre sus campos aún el fantasma yerta  de un pueblo que ponía a Dios sobre la guerra.  La madre en otro tiempo fecunda en capitanes,  madrastra es hoy apenas de humildes ganapanes.  Castilla no es aquella tan generosa un día,  cuando Myo Cid Rodrigo el de Vivar volvía,  ufano de su nueva fortuna, y su opulencia,  a regalar a Alfonso los huertos de Valencia;  o que, tras la aventura que acreditó sus bríos,  pedía la conquista de los inmensos ríos  indianos a la corte, la madre de soldados,  guerreros y adalides que han de tornar, cargados  de plata y oro, a España, en regios galeones,  para la presa cuervos, para la lid leones.  Filósofos nutridos de sopa de convento  contemplan impasibles el amplio firmamento;  y si les llega en sueños, como un rumor distante,  clamor de mercaderes de muelles de Levante,  no acudirán siquiera a preguntar ¿qué pasa?  Y ya la guerra ha abierto las puertas de su casa.  Castilla miserable, ayer dominadora,  envuelta en sus harapos desprecia cuanto ignora.  El sol va declinando. De la ciudad lejana  me llega un armonioso tañido de campana  ?ya irán a su rosario las enlutadas viejas?.  De entre las peñas salen dos lindas comadrejas;  me miran y se alejan, huyendo, y aparecen  de nuevo, ¡tan curiosas!... Los campos se obscurecen.  Hacia el camino blanco está el mesón abierto  al campo ensombrecido y al pedregal desierto.",A orillas del Duero,joy,POS
Antonio Machado," Está la plaza sombría;  muere el día.  Suenan lejos las campanas.  De balcones y ventanas  se iluminan las vidrieras,  con reflejos mortecinos,  como huesos blanquecinos  y borrosas calaveras.  En toda la tarde brilla  una luz de pesadilla.  Está el sol en el ocaso.  Suena el eco de mi paso.  ?¿Eres tú?  Ya te esperaba...  ?No eras tú a quien yo buscaba.",Los sueños malos,joy,POS
